No,Ionizable lipid,Helper lipid,Cholesterol,PEG,Additional component,,Organ,,Ionizable lipid(S),Helper lipid(S),Cholesterol(S),PEG(S),Additional component(S),,,,Ionizable lipid(M),Helper lipid(M),Cholesterol(M),PEG(M),Additional component(M)
370,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,32.52,16.26,48.78,2.44,0
371,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,45.98,34.48,17.24,2.3,0
372,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,36.04,36.04,27.03,0.9,0
373,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,43.31,7.87,47.24,1.57,0
374,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,45.45,16.53,37.19,0.83,0
375,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.22,25.21,25.21,3.36,0
376,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,48.67,35.4,13.27,2.65,0
377,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,48.67,35.4,13.27,2.65,0
378,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,53.4,38.83,4.85,2.91,0
379,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,56.12,40.82,0,3.06,0
380,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,31.25,31.25,35.16,2.34,0
381,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,35.4,35.4,26.55,2.65,0
382,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,40.82,40.82,15.31,3.06,0
383,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,45.45,45.45,5.68,3.41,0
384,A5-CE-C7-6,DOPE,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCC(CCCCCC)OC(=O)OCCN(CCN(CCO)CCOC(=O)OC(CCCCCC)CCCCCC)CCO,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,48.19,48.19,0,3.61,0
385,Si10-C12,DOPE,cholesterol,C14-PEG2000,\,,Spleen,,CCCCCCCCCCC(CN(CCSCC[Si]1(C)O[Si](C)(CCSCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)O[Si](C)(CCSCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)O1)CC(CCCCCCCCCC)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
386,Si2-C12,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCCCCCCCCCC(CN(CCSCC[Si](C)(C)C[Si](C)(C)C)CC(CCCCCCCCCC)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
387,Si2-C14,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCCCCCCCCCCCC(CN(CCSCC[Si](C)(C)C[Si](C)(C)C)CC(CCCCCCCCCCCC)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
388,Si2-C14b,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CC(C)CCCCCCCCCC(CN(CCSCC[Si](C)(C)C[Si](C)(C)C)CC(CCCCCCCCCC(C)C)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
389,Si2-C16,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCCCCCCCCCCCCCC(CN(CCSCC[Si](C)(C)C[Si](C)(C)C)CC(CCCCCCCCCCCCCC)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
390,Si3-C10V,DOPE,cholesterol,C14-PEG2000,\,,Liver,,C=CCCCCCCC(CN(CCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)CC(CCCCCCC=C)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
391,Si4-C12,DOPE,cholesterol,C14-PEG2000,\,,Lung,,CCCCCCCCCCC(CN(CCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)CC(CCCCCCCCCC)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
392,Si5-C10,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCCCCCCCC(CN(CCC[Si](C)(C)O[Si](C)(C)CCCN(CC(CCCCCCCC)O)CC(CCCCCCCC)O)CC(CCCCCCCC)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
393,Si5-C12,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCCCCCCCCCC(CN(CCC[Si](C)(C)O[Si](C)(C)CCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
394,Si5-C12b,DOPE,cholesterol,C14-PEG2000,\,,Lung,,CC(C)CCCCCCCC(CN(CCC[Si](C)(C)O[Si](C)(C)CCCN(CC(CCCCCCCC(C)C)O)CC(CCCCCCCC(C)C)O)CC(CCCCCCCC(C)C)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
395,Si5-O14,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCCCCCCCCCCCCCOC(=O)CCN(CCC[Si](C)(C)O[Si](C)(C)CCCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
396,Si6-C10V,DOPE,cholesterol,C14-PEG2000,\,,Liver,,C=CCCCCCCC(CN(CCSCC[Si](C)(C)O[Si](C)(C)CCSCCN(CC(CCCCCCC=C)O)CC(CCCCCCC=C)O)CC(CCCCCCC=C)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
397,Si6-C14b,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CC(C)CCCCCCCCCC(CN(CCSCC[Si](C)(C)O[Si](C)(C)CCSCCN(CC(CCCCCCCCCC(C)C)O)CC(CCCCCCCCCC(C)C)O)CC(CCCCCCCCCC(C)C)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
398,Si6-O14,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCSCCC(C)(C)OCCC(C)(C)N(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
399,Si7-C10V,DOPE,cholesterol,C14-PEG2000,\,,Liver,,C=CCCCCCCC(CN(CCNC[Si](C)(C)O[Si](C)(C)CCNCN(CC(CCCCCCC=C)O)CC(CCCCCCC=C)O)CC(CCCCCCC=C)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
400,Si7-C12,DOPE,cholesterol,C14-PEG2000,\,,Spleen,,CCCCCCCCCCC(CN(CCNC[Si](C)(C)O[Si](C)(C)CNCCN(CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)CC(CCCCCCCCCC)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
401,Si7-C12b,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CC(C)CCCCCCCC(CN(CCNC[Si](C)(C)O[Si](C)(C)CNCCN(CC(CCCCCCCC(C)C)O)CC(CCCCCCCC(C)C)O)CC(CCCCCCCC(C)C)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
402,Si7-C14b,DOPE,cholesterol,C14-PEG2000,\,,Spleen,,CC(C)CCCCCCCCCC(CN(CCNC[Si](C)(C)O[Si](C)(C)CNCCN(CC(CCCCCCCCCC(C)C)O)CC(CCCCCCCCCC(C)C)O)CC(CCCCCCCCCC(C)C)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
403,Si7-O14,DOPE,cholesterol,C14-PEG2000,\,,Liver,,CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OC(C)(C)CC(C)(C)OC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)CCC(=O)OCCCCCCCCCCCCCC,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
404,Si10-N12,DOPE,cholesterol,C14-PEG2000,\,,Lung,,CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCSSCCOP(OCCSSCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)OP(OCCSSCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)O[N+](=O)C,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
405,Si11-N12,DOPE,cholesterol,C14-PEG2000,\,,Spleen,,CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCSCC[Si]1(C)O[Si](C)(CCSCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)O[Si](C)(CCSCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)O[Si](C)(CCSCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)O1,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
406,Si12-C10,DOPE,cholesterol,C14-PEG2000,\,,Spleen,,CCCCCCCCC(CN(CCSCC[Si]1(C)O[Si](C)(CCSCCS(=O)(=O)O)O[Si](C)(CCSCCN(CC(CCCCCCCC)O)CC(CCCCCCCC)O)O1)CC(CCCCCCCC)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
407,Si12-C10V,DOPE,cholesterol,C14-PEG2000,\,,Spleen,,C=CCCCCCCC(CN(CCSCC[Si]1(C)O[Si](C)(CCSCCS(=O)(=O)O)O[Si](C)(CCSCCN(CC(CCCCCCC=C)O)CC(CCCCCCC=C)O)O1)CC(CCCCCCC=C)O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C.CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNC(=O)OCCOC)OC(=O)CCCCCCCCCCCCC.N,\,,,,35,16,46.5,2.5,0
